index	Name	Description	Type	ImageFile	Range_Width	Range_height	Input1_Left	Input1_Top	Input1_Right	Input1_Bottom	FX1	Text	Array	Margine	Vmargine	StatusType1	StatusValue1	StatusType2	StatusValue2	StatusType3	StatusValue3	StatusType4	StatusValue4	EffectID1	EffectDescription1	EffectID2	EffectDescription2	EffectID3	EffectDescription3	EffectID4	EffectDescription4	Red	Green	Blue
780	有吸引力的	具有\n"被某些人事物"\n吸引的意思，\n用來稱呼有吸引力的萌萌彩虹島家族成員。	1		145	16	0	0	0	0	0	1	5	2	1	124	3	465	3	464	33	0	0	0		0		0		0		255	100	143
781	男1號	我是男1號，請多多指教。	1		145	16	0	0	0	0	0	1	5	2	1	0	0	0	0	0	0	0	0	0		0		0		0		255	255	183
782	男2號	我是男2號，請多多指教。	1		145	16	0	0	0	0	0	1	5	2	1	0	0	0	0	0	0	0	0	0		0		0		0		255	255	183
783	男3號	我是男3號，請多多指教。	1		145	16	0	0	0	0	0	1	5	2	1	0	0	0	0	0	0	0	0	0		0		0		0		255	255	183
784	男4號	我是男4號，請多多指教。	1		145	16	0	0	0	0	0	1	5	2	1	0	0	0	0	0	0	0	0	0		0		0		0		255	255	183
785	女1號	我是女1號，請多多指教。	1		145	16	0	0	0	0	0	1	5	2	1	0	0	0	0	0	0	0	0	0		0		0		0		255	255	183
786	女2號	我是女2號，請多多指教。	1		145	16	0	0	0	0	0	1	5	2	1	0	0	0	0	0	0	0	0	0		0		0		0		255	255	183
787	女3號	我是女3號，請多多指教。	1		145	16	0	0	0	0	0	1	5	2	1	0	0	0	0	0	0	0	0	0		0		0		0		255	255	183
788	女4號	我是女4號，請多多指教。	1		145	16	0	0	0	0	0	1	5	2	1	0	0	0	0	0	0	0	0	0		0		0		0		255	255	183
9998	稱號測試_1		1		145	16	0	0	0	0	0	1	5	2	1	455	300	464	50	462	20	461	35	0		0		0		0		255	255	183
9999	稱號測試_2		1		145	16	0	0	0	0	0	1	5	2	1	455	700	464	100	462	40	461	70	0		0		0		0		255	255	183
789	小小樹苗	在植樹節種樹吧!\n稱號效果適用至4月18日維護前	1		145	16	0	0	0	0	0	1	5	2	1	0	0	0	0	0	0	0	0	0		0		0		0		0	153	0
9997	??? ???_3		1		145	16	0	0	0	0	0	1	5	2	1	455	2000	464	140	462	60	461	140	0		0		0		0		255	255	183
9996	??? ???_4		1		145	16	0	0	0	0	0	1	5	2	1	455	700	162	100	98	40	102	70	0		0		0		0		255	255	183
790	神秘小矮人寶石獵人	\n稱為神秘小矮人的寶物獵人吧!!\n稱號效果適用至5月30日維護前	1		145	16	0	0	0	0	0	1	5	2	1	0	0	0	0	0	0	0	0	0		0		0		0		21	230	255
791	開心兒童節	紀念5月兒童節的稱號全數獲得後，可向兔女郎npc領取5月的LATALE稱號。\n[5月活動結束後稱號效果維持]	1		145	16	0	0	0	0	0	1	5	2	1	30	50	0	0	0	0	0	0	0		0		0		0		255	255	183
792	感恩母親節	紀念5月兒童節的稱號全數獲得後，可向兔女郎npc領取5月的LATALE稱號。\n[5月活動結束後稱號效果維持]	1		145	16	0	0	0	0	0	1	5	2	1	465	1	0	0	0	0	0	0	0		0		0		0		255	255	183
793	尊敬教師節	紀念5月兒教師節的稱號全數獲得後，可向兔女郎npc領取5月的LATALE稱號。\n[5月活動結束後稱號效果維持]	1		145	16	0	0	0	0	0	1	5	2	1	463	3	0	0	0	0	0	0	0		0		0		0		255	255	183
794	是大人囉成人禮	紀念5月成年禮的稱號全數獲得後，可向兔女郎npc領取5月的LATALE稱號。\n[5月活動結束後稱號效果維持]	1		145	16	0	0	0	0	0	1	5	2	1	461	3	0	0	0	0	0	0	0		0		0		0		255	255	183
795	家庭月萬能超人	專為完成5月所有活動的玩家而設的稱號。\n[6月13日維護後刪除稱號效果]	1		145	16	0	0	0	0	0	1	5	2	1	0	0	0	0	0	0	0	0	0		0		0		0		44	133	255
796	萌萌家族	收集到全部的家族稱號，我們是一家人!!	1		145	16	0	0	0	0	16928	1	5	2	1	463	5	455	25	0	0	0	0	0		0		0		0		143	195	31
797	萌萌家族2	收集到全部的家族稱號，我們是一家人!!	1		145	16	0	0	0	0	16932	0	5	2	1	463	5	455	25	0	0	0	0	0		0		0		0		143	195	31
798	★現在是萌萌彩虹島的時代★	和6周年紀念稱號 萌萌時代一起歡度吧!!	1		145	16	0	0	0	0	0	1	5	2	1	0	0	0	0	0	0	0	0	0		0		0		0		21	230	255
799	?我是良師益友?	我是受到推薦的萌萌彩虹島良師益友!!	1		145	16	0	0	0	0	0	1	5	2	1	0	0	0	0	0	0	0	0	0		0		0		0		255	100	143
1000	Welcome歡樂世界	歡迎來到歡樂世界!!!!	1		145	16	0	0	0	0	16936	0	5	2	1	0	0	0	0	0	0	0	0	0		0		0		0		255	100	143
930	心地善良	在守備模式下無法產生效果。\n啟動恢復效果時產生愛心FX。\n\n有愛心的人最美!\n稱號效果適用至2012年12月31日。	1		145	16	0	0	0	0	0	1	5	2	1	0	0	0	0	0	0	0	0	0	效果: 受到物理攻擊時有5%的機率HP恢復20%	0		0		0		255	100	143
931	圖書館管理員	獻給在圖書館努力工作的你!\n稱號效果適用至10月17日維護前	1		145	16	0	0	0	0	0	1	5	2	1	0	0	0	0	0	0	0	0	0		0		0		0		255	128	80
932	太陽月亮	中秋節就在萌萌彩虹島裡大團圓吧!!!\n稱號效果適用至10月17日維護前	1		145	16	0	0	0	0	0	1	5	2	1	0	0	0	0	0	0	0	0	0		0		0		0		255	255	0
615	悟道者	專為博學多聞的你而設的稱號!	1		145	16	0	0	0	0	0	1	5	2	1	106	15	118	60	114	60	0	0	0		0		0		0		63	191	255
933	陰森村莊陰間使者	來去陰森村莊探險吧~~!\n稱號效果適用至10月31日維護前	1		145	16	0	0	0	0	0	1	5	2	1	0	0	0	0	0	0	0	0	0		0		0		0		83	62	115
934	萬聖節小惡魔	不給糖就搗蛋的小惡魔!\n稱號效果適用至11月28日維護前	1		145	16	0	0	0	0	0	1	5	2	1	0	0	0	0	0	0	0	0	0		0		0		0		83	62	115
935	劍刃舞者	將劍舞到極致的人!悟道後便能自由揮灑劍術的劍刃舞者。	1		145	16	0	0	0	0	0	1	5	2	1	106	10	0	0	0	0	0	0	0		0		0		0		240	89	187
936	天之王者	萌萌彩虹島的勇者職業稱號「天之王者」」!	1		145	16	0	0	0	0	0	1	5	2	1	465	1	27	2	132	3	0	0	0		0		0		0		240	89	187
937	幻武劍豪	萌萌彩虹島的勇者職業稱號「幻武劍豪」!	1		145	16	0	0	0	0	0	1	5	2	1	465	1	27	2	132	3	0	0	0		0		0		0		240	89	187
938	創世主	萌萌彩虹島的勇者職業稱號「創世主」!	1		145	16	0	0	0	0	0	1	5	2	1	465	1	27	2	132	3	0	0	0		0		0		0		240	89	187
939	諸神使者	萌萌彩虹島的勇者職業稱號「諸神使者」!	1		145	16	0	0	0	0	0	1	5	2	1	465	1	27	2	132	3	0	0	0		0		0		0		240	89	187
940	大毀滅者	萌萌彩虹島的勇者職業稱號「大毀滅者」!	1		145	16	0	0	0	0	0	1	5	2	1	465	1	27	2	132	3	0	0	0		0		0		0		240	89	187
941	流行天王	萌萌彩虹島的勇者職業稱號「流行天王」!	1		145	16	0	0	0	0	0	1	5	2	1	465	1	27	2	132	3	0	0	0		0		0		0		240	89	187
942	風之潛行者	萌萌彩虹島的勇者職業稱號「風之潛行者」!	1		145	16	0	0	0	0	0	1	5	2	1	465	1	27	2	132	3	0	0	0		0		0		0		240	89	187
943	裁決射手	萌萌彩虹島的勇者職業稱號「裁決射手」!	1		145	16	0	0	0	0	0	1	5	2	1	465	1	27	2	132	3	0	0	0		0		0		0		240	89	187
944	究極兵甲	萌萌彩虹島的勇者職業稱號「究極兵甲」!	1		145	16	0	0	0	0	0	1	5	2	1	465	1	27	2	132	3	0	0	0		0		0		0		240	89	187
945	弒魂者	萌萌彩虹島的勇者職業稱號「弒魂者」!	1		145	16	0	0	0	0	0	1	5	2	1	465	1	27	2	132	3	0	0	0		0		0		0		240	89	187
946	★ 王者遠征隊 ★	一起加入王者遠征隊吧!!\n稱號效果適用至2013年10月29日維護前為止	1		145	16	0	0	0	0	0	1	5	2	1	0	0	0	0	0	0	0	0	0		0		0		0		21	230	255
947	王者小助手	我是王者小助手!!\n稱號效果適用至2013年10月29日維護前為止	1		145	16	0	0	0	0	0	1	5	2	1	0	0	0	0	0	0	0	0	0		0		0		0		255	255	0
948	我是風	[我是OOO稱號學習書系列]\n我可以劈風!	1		145	16	0	0	0	0	0	1	5	2	1	106	15	0	0	0	0	0	0	15004401	接受物理傷害時，低幾率增加物理回避+50%	0		0		0		255	255	183
949	我是王牌	[我是OOO稱號學習書系列]\n我是萌萌彩虹島的王牌!!!	1		145	16	0	0	0	0	0	1	5	2	1	66	40	62	40	457	40	0	0	0		0		0		0		255	255	183
950	我是宰相肚	[我是OOO稱號學習書系列]\n因為我宰相肚子能撐船所以大家都很擁戴我!	1		145	16	0	0	0	0	0	1	5	2	1	216	1000	26	50	0	0	0	0	15004403	接受物理傷害時，低幾率增加防禦力+50%	0		0		0		255	255	183
951	我是完美主義者	[我是OOO稱號學習書系列]\n我是完美主義者，我超完美!!	1		145	16	0	0	0	0	0	1	5	2	1	466	10	463	10	0	0	0	0	0		0		0		0		255	255	183
952	我是上帝的傑作	[我是OOO稱號學習書系列]\n我集所有優點於一身，簡直就是上帝的傑作!	1		145	16	0	0	0	0	0	1	5	2	1	66	40	62	40	457	40	463	10	15004405	接受物理傷害時，低幾率增加防禦力+50%	0		0		0		254	90	190
953	我是傳說	[我是OOO稱號學習書系列]\n我是無所不知的傳說!!	1		145	16	0	0	0	0	0	1	5	2	1	125	10	30	1500	465	5	0	0	15004407	暴擊時發動 : 增加暴擊傷害+30%	15004409		15004411	攻擊時，低幾率增加獲得遊戲幣+40%	15004413		21	230	255
9995	??? ???_5		1		145	16	0	0	0	0	0	1	5	2	1	455	2500	464	200	462	100	461	170	99001133	暴擊率 16%	99001134	物理/魔法目標防禦力減少+60%	0		0		255	255	183
9994	??? ???_6		1		145	16	0	0	0	0	0	1	5	2	1	455	2500	464	250	462	125	461	200	99001133	暴擊率 16%	99001134	物理/魔法目標防禦力減少+60%	0		0		255	255	183
954	時間支配者	支配萌萌彩虹島時間的家族!(效用適用至2013年7月3日維護前為止)	1		145	16	0	0	0	0	0	1	5	2	1	465	2	106	15	455	30	0	0	13012242	 效果：接受物理傷害時，5%的幾率恢復HP 20%	0		0		0		255	100	143
955	姐姐	萌萌彩虹島家族一家親!姐姐我愛你!	1		145	16	0	0	0	0	0	1	5	2	1	455	20	465	4	106	10	30	200	0		0		0		0		222	146	27
956	哥哥	萌萌彩虹島家族一家親!哥哥我愛你!	1		145	16	0	0	0	0	0	1	5	2	1	455	20	465	4	106	10	30	200	0		0		0		0		222	146	27
957	大哥	萌萌彩虹島家族一家親!大哥我愛你!	1		145	16	0	0	0	0	0	1	5	2	1	455	20	465	4	106	10	30	200	0		0		0		0		222	146	27
958	大姐	萌萌彩虹島家族一家親!大姐我愛你!	1		145	16	0	0	0	0	0	1	5	2	1	455	20	465	4	106	10	30	200	0		0		0		0		222	146	27
959	星星樹木園藝家	擅長裝點閃閃發亮星星樹木的星星樹木園藝家!!	1		145	16	0	0	0	0	0	1	5	2	1	125	15	455	30	0	0	0	0	13012242	 效果：接受物理傷害時，5%的幾率恢復HP 20%	0		0		0		110	210	190
9990	??? ????		1		145	16	0	0	0	0	0	1	5	2	1	30	2000000	34	1000000	0	0	0	0	0		0		0		0		255	255	183
960	師傅的恩惠	老師的恩澤如天高~~(效用適用至2013年6月26日維護前為止)	1		145	16	0	0	0	0	0	1	5	2	1	465	2	455	55	125	5	30	200	0		0		0		0		255	255	0
961	進擊的爸爸	和睦的進擊家族！ 我是爸爸！	1		145	16	0	0	0	0	0	1	5	2	1	128	5	455	50	0	0	0	0	0		0		0		0		222	146	27
962	進擊的媽媽	和睦的進擊家族！ 我是媽媽！	1		145	16	0	0	0	0	0	1	5	2	1	132	5	455	50	0	0	0	0	0		0		0		0		222	146	27
963	進擊的兒子	和睦的進擊家族！ 我是兒子！	1		145	16	0	0	0	0	0	1	5	2	1	128	3	455	25	465	4	106	5	0		0		0		0		222	146	27
964	進擊的女兒	和睦的進擊家族！ 我是女兒！	1		145	16	0	0	0	0	0	1	5	2	1	132	3	455	25	465	4	106	5	0		0		0		0		222	146	27
965	進擊的哥哥	和睦的進擊家族！ 我是哥哥！	1		145	16	0	0	0	0	0	1	5	2	1	455	20	465	4	106	10	30	200	0		0		0		0		222	146	27
966	進擊的姊姊	和睦的進擊家族！ 我是姊姊！	1		145	16	0	0	0	0	0	1	5	2	1	455	20	465	4	106	10	30	200	0		0		0		0		222	146	27
967	進擊的大哥	和睦的進擊家族！ 我是大哥！	1		145	16	0	0	0	0	0	1	5	2	1	455	20	465	4	106	10	30	200	0		0		0		0		222	146	27
968	進擊的大姊	和睦的進擊家族！ 我是大姊！	1		145	16	0	0	0	0	0	1	5	2	1	455	20	465	4	106	10	30	200	0		0		0		0		222	146	27
17001	初音未來		1		145	16	0	0	0	0	0	1	5	2	1	465	2	0	0	0	0	0	0	0		0		0		0		255	255	183
17002	KAITO		1		145	16	0	0	0	0	0	1	5	2	1	464	2	0	0	0	0	0	0	0		0		0		0		255	255	183
17003	巡音流歌		1		145	16	0	0	0	0	0	1	5	2	1	128	2	0	0	0	0	0	0	0		0		0		0		255	255	183
17004	MEIKO		1		145	16	0	0	0	0	0	1	5	2	1	107	2	0	0	0	0	0	0	0		0		0		0		255	255	183
17005	鏡音鈴		1		145	16	0	0	0	0	0	1	5	2	1	466	2	0	0	0	0	0	0	0		0		0		0		255	255	183
17006	鏡音連		1		145	16	0	0	0	0	0	1	5	2	1	132	2	0	0	0	0	0	0	0		0		0		0		255	255	183
17007	熱血沸騰的傢伙		1		145	16	0	0	0	0	0	1	5	2	1	30	500	0	0	0	0	0	0	0		0		0		0		255	255	183
17008	就是要萌在一起		1		145	16	0	0	0	0	0	1	5	2	1	18	20	0	0	0	0	0	0	0		0		0		0		255	255	183
17009	萌萌冒險王		1		145	16	0	0	0	0	0	1	5	2	1	456	3	30	300	0	0	0	0	0		0		0		0		255	255	183
17010	萌萌小導師	稱號效果適用至8月27日維護前	1		145	16	0	0	0	0	0	1	5	2	1	0	0	0	0	0	0	0	0	0		0		0		0		255	255	183
17011	萌萌新鮮人	稱號效果適用至8月27日維護前	1		145	16	0	0	0	0	0	1	5	2	1	0	0	0	0	0	0	0	0	0		0		0		0		180	50	220
17012	萌萌藝術家		1		145	16	0	0	0	0	0	1	5	2	1	106	20	30	200	124	3	0	0	0		0		0		0		255	255	183
17013	代替月亮懲罰你	10/8維護後刪除稱號效果	1		145	16	0	0	0	0	0	1	5	2	1	0	0	0	0	0	0	0	0	0		0		0		0		255	255	183
17014	就是比你強	2013/12/31維護後刪除稱號效果	1		145	16	0	0	0	0	0	1	5	2	1	465	6	132	10	0	0	0	0	0		0		0		0		255	255	183
17015	戀愛達人		1		145	16	0	0	0	0	0	1	5	2	1	132	5	0	0	0	0	0	0	0		0		0		0		255	1	255
17016	彩虹回歸者		1		145	16	0	0	0	0	0	1	5	2	1	461	5	462	5	0	0	0	0	0		0		0		0		255	255	183
