index	Name	Description	Attack_Type	BuffID	BuffLv	BuffElv	BuffID_Check	BuffLv_Check	BuffElv_Check	Buff_Icon	Buff_IconIndex	Buff_Name	Buff_Description	EffectType	Require1_Type	Require1_ID	Require1_Value1	Require1_ValueElv1	Require1_Value2	Require1_ValueElv2	Require2_Type	Require2_ID	Require2_Value1	Require2_ValueElv1	Require2_Value2	Require2_ValueElv2	Apply_Probability	Apply_ProbabilityElv	ApplyTime	ApplyTimeElv	MissileType	FxMissile_Target	FxMissileSpeed_Target	Fx_Target	Sound_Target	Fx_Caster	Sound_Caster	AttachmentPoint_Target	AttachmentFx_Target	RequireEquipType	RequireItemKind	RequireAction	RequireStand	EffectEquipType	EffectItemKind	EffectAction	EffectStand	StatusEffect	StatusEffectType	EffectParameter1	EffectParameter2	EffectParameter3	EffectParameter4	EffectParameter5	EffectParameter6	EffectParameter7	EffectParameter8	EffectParameter9	EffectDelayTime	EffectDelayTimeElv	EffectValueType	SaveCheck	Broadcast	Translucency	Target_Dam_Factor	Effect_Start_Delay	BuffGroup_Check	Log	Colouring_C	Colouring_M
15001002	 HP 恢復		0	0	0	0	0	0	0	0	0			1	1	6	1	0	0	0	0	0	0	0	0	0	600	50	0	0	0	0	0	9988	0	0	0	0	0	0	0	1099511103487	1	0	0	0	1	3	6	50	30	0	0	0	0	0	0	0	0	0	0	0	1	0	1.000000	0	0	0	0	0
15001011	 被攻擊效果: SP +50恢復 (每次強化 +20)		0	0	0	0	0	0	0	0	0			2	0	0	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	5	2001	15001012	0	1	1	2	1	0	0	0	0	0	1	0	0	0	1.000000	0	0	0	0	0
15001012	 SP 恢復		0	0	0	0	0	0	0	0	0			1	0	0	0	0	0	0	0	0	0	0	0	0	600	50	0	0	0	0	0	9988	0	0	0	0	0	0	0	1099511103487	1	0	0	0	1	3	7	30	20	0	0	0	0	0	0	0	0	0	0	0	1	0	1.000000	0	0	0	0	0
15001101	 啟動效果： 邪靈的詛咒		0	0	0	0	0	0	0	0	0			2	0	0	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	5	2002	15001102	0	1	1	1	1	0	0	0	0	0	1	0	0	0	1.000000	0	0	0	0	0
15001102	 櫻花樹邪靈的詛咒		0	3015	2	0	3015	1	0	10006001	76	櫻花樹邪靈的詛咒	一定程度的時間之內，受到詛咒損傷。	2	0	0	0	0	0	0	0	0	0	0	0	0	1000	0	200	20	0	0	0	0	0	0	0	0	0	0	0	1099511103487	1	0	0	0	1	8	40009	10	2	20	2	0	0	0	0	0	20	0	0	0	1	0	1.000000	20	0	0	0	0
15001111	 技能: 夜影 斷刃殺 +1Lv (1轉職業專用)		0	0	0	0	0	0	0	0	0			2	0	0	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	6	1003007	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1.000000	0	0	0	0	0
15001121	 技能: 絕影刺 +2Lv (1轉職業專用)		0	0	0	0	0	0	0	0	0			2	0	0	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	6	1001007	2	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1.000000	0	0	0	0	0
15001201	 技能: 順烈斬 +2Lv (1、2轉職業專用)		0	0	0	0	0	0	0	0	0			2	0	0	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	6	1000004	2	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1.000000	0	0	0	0	0
15001211	 技能: W. 順烈斬 II +1Lv (2轉職業專用)		0	0	0	0	0	0	0	0	0			2	0	0	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	6	1005004	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1.000000	0	0	0	0	0
15001221	 技能: 昇龍斬 II +1Lv (2轉職業專用)		0	0	0	0	0	0	0	0	0			2	0	0	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	6	1004014	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1.000000	0	0	0	0	0
15001231	 技能: 龍尾襲 II +1Lv (2轉職業專用)		0	0	0	0	0	0	0	0	0			2	0	0	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	6	1005014	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1.000000	0	0	0	0	0
15001301	 技能: 卑劣的刺擊 +2Lv (1、2轉職業專用)		0	0	0	0	0	0	0	0	0			2	0	0	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	6	3000412	2	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1.000000	0	0	0	0	0
15001311	爆擊效果: 物理爆擊機率+3%		0	0	0	0	0	0	0	0	0			2	0	0	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	5	2001	15001312	0	1	1	1	2	0	0	0	0	0	1	0	0	0	1.000000	0	0	0	0	0
15001312	 啟動(爆擊機率 3%)		0	3006	0	1	3006	1	1	10006000	29	黃金飛刀效果	一定程度的時間之內，自己的物理爆擊機率上升。	2	0	0	0	0	0	0	0	0	0	0	0	0	10000	0	100	0	0	0	0	3149	0	0	0	0	0	0	0	1099511103487	1	0	0	0	1	3	158	3	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1.000000	0	0	0	0	0
15001401	 啟動效果： 風損傷		0	0	0	0	0	0	0	0	0			2	0	0	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	5	2001	15001402	0	1	1	1	1	0	0	0	0	0	1	0	0	0	1.000000	0	0	0	0	0
15001402	 風損傷 30 增加		0	3007	0	1	3007	1	1	10006000	53	沙盜之力	一定程度的時間之內，30(+4)的風損傷上升。	2	0	0	0	0	0	0	0	0	0	0	0	0	500	50	80	0	0	0	0	3149	0	0	0	0	0	0	0	1099511103487	1	0	0	0	1	3	219	26	4	0	0	0	0	0	0	0	0	0	1	0	1	0	1.000000	0	0	0	0	0
15001501	 啟動效果：獲得 Ely		0	0	0	0	0	0	0	0	0			2	0	0	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	5	2001	15001502	0	1	1	1	1	0	0	0	0	0	1	0	0	0	1.000000	0	0	0	0	0
15001502	獲得 Ely		0	3008	0	1	3008	1	1	0	0			1	0	0	0	0	0	0	0	0	0	0	0	0	100	15	0	0	0	0	0	9988	0	0	0	0	0	0	0	1099511103487	1	0	0	0	1	3	4	100	25	0	0	0	0	0	0	0	0	0	0	0	1	0	1.000000	0	0	0	0	0
15001511	 啟動效果： 物品掉落率 3% 上升		0	0	0	0	0	0	0	0	0			2	0	0	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	5	2001	15001512	0	1	1	1	2	0	0	0	0	0	1	0	0	0	1.000000	0	0	0	0	0
15001512	 物品掉落率 上升		0	3009	0	1	3009	1	1	10006000	8	物品掉落率	一定程度的時間之內，讓物品掉落率上升。	2	0	0	0	0	0	0	0	0	0	0	0	0	500	0	200	20	0	0	0	9988	0	0	0	0	0	0	0	1099511103487	1	0	0	0	1	3	132	3	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1.000000	0	0	0	0	0
15001601	 啟動效果： HP 恢復		0	0	0	0	0	0	0	0	0			2	0	0	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	5	2001	15001602	0	1	1	1	1	0	0	0	0	0	1	0	0	0	1.000000	0	0	0	0	0
15001602	 HP 恢復		0	3010	0	1	3010	1	1	10006000	21	HP 恢復	一定程度的時間之內，HP慢慢恢復。	2	1	6	1	0	0	0	0	0	0	0	0	0	800	0	100	10	0	0	0	9988	0	0	0	0	0	0	0	1099511103487	1	0	0	0	1	3	6	10	0	0	0	0	0	0	0	0	20	0	0	0	1	0	1.000000	20	0	0	0	0
15001611	 啟動效果： SP 恢復		0	0	0	0	0	0	0	0	0			2	0	0	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	5	2001	15001612	0	1	1	1	1	0	0	0	0	0	1	0	0	0	1.000000	0	0	0	0	0
15001612	 SP 恢復		0	3011	0	1	3011	1	1	10006000	22	SP 恢復	一定程度的時間之內，SP慢慢恢復。	2	0	0	0	0	0	0	0	0	0	0	0	0	500	0	100	10	0	0	0	9988	0	0	0	0	0	0	0	1099511103487	1	0	0	0	1	3	7	7	0	0	0	0	0	0	0	0	20	0	0	0	1	0	1.000000	20	0	0	0	0
15001701	 啟動效果：幽靈效果(物理免疫)		0	0	0	0	0	0	0	0	0			2	0	0	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	5	2001	15001702	0	1	1	1	1	0	0	0	0	0	1	0	0	0	1.000000	0	0	0	0	0
15001702	 幽靈效果		0	3012	0	1	3012	1	1	10006000	57	幽靈	一定程度的時間之內，對物理攻擊形成免疫狀態。	2	0	0	0	0	0	0	0	0	0	0	0	0	500	0	40	0	0	0	0	9988	0	0	0	0	0	0	0	1099511103487	1	0	0	0	1	3	284	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1.000000	0	0	0	0	0
15001801	 魔法 啟動效果： 魔力 +30(+5)		0	0	0	0	0	0	0	0	0			2	0	0	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	5	2001	15001802	0	1	2	1	1	0	0	0	0	0	1	0	0	0	1.000000	0	0	0	0	0
15001802	 魔力 +30		0	3013	0	1	3013	1	1	10006000	3	魔力	一定程度的時間之內，魔力上升。	2	0	0	0	0	0	0	0	0	0	0	0	0	500	0	150	0	0	0	0	9988	0	0	0	0	0	0	0	1099511103487	1	0	0	0	1	3	22	25	5	0	0	0	0	0	0	0	0	0	1	0	1	0	1.000000	0	0	0	0	0
15001811	 魔法致命效果: 魔法 損傷 10(+3)		0	0	0	0	0	0	0	0	0			2	0	0	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	5	2001	15001812	0	1	2	1	2	0	0	0	0	0	1	0	0	0	1.000000	0	0	0	0	0
15001812	附加魔法損傷 10		0	3014	0	1	3014	1	1	10006000	31	魔法損傷	一定程度的時間之內，魔法損傷上升。	2	0	0	0	0	0	0	0	0	0	0	0	0	700	0	200	0	0	0	0	0	0	0	0	0	0	0	0	1099511103487	1	0	0	0	1	3	240	7	3	0	0	0	0	0	0	0	0	0	1	0	1	0	1.000000	0	0	0	0	0
15001901	 HP 恢復		0	0	0	0	0	0	0	0	0			2	1	6	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	3	6	5	0	0	0	0	0	0	0	0	50	0	0	0	1	0	1.000000	50	0	0	0	0
15001911	 SP 恢復		0	0	0	0	0	0	0	0	0			2	0	0	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	3	7	3	0	0	0	0	0	0	0	0	50	0	0	0	1	0	1.000000	50	0	0	0	0
15002001	 技能: 塗毒 +2Lv (2轉職業專用)		0	0	0	0	0	0	0	0	0			2	0	0	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	6	3000413	2	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1.000000	0	0	0	0	0
15002011	 技能: 神經麻痺毒 +1Lv (2轉職業專用)		0	0	0	0	0	0	0	0	0			2	0	0	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	6	3000414	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1.000000	0	0	0	0	0
15002101	 巴比的竊竊私語: 每5秒恢復 HP(每次強化+10)		0	0	0	0	0	0	0	0	0			2	1	6	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	0	0	2049	0	0	0	1	0	0	1099511103487	1	3	6	0	10	0	0	0	0	0	0	0	50	0	0	0	1	0	1.000000	50	0	0	0	0
15002111	巴比的嘮叨:每 5秒恢復SP(每次強化+5)		0	0	0	0	0	0	0	0	0			2	0	0	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1099511103487	1	3	7	0	5	0	0	0	0	0	0	0	50	0	0	0	1	0	1.000000	50	0	0	0	0
15002121	 啟動效果：巴比之歌(組隊物理攻擊力)		0	0	0	0	0	0	0	0	0			2	0	0	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	5	2001	15002122	0	1	1	1	1	0	0	0	0	0	1	0	0	0	1.000000	0	0	0	0	0
15002122	 組隊效果: 巴比之歌(攻擊力)		0	3015	0	1	3015	1	1	0	0			2	0	0	0	0	0	0	0	0	0	0	0	0	800	0	300	30	0	0	0	2048	0	0	0	0	0	0	0	0	1	0	0	0	1	9	2001	15002123	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1.000000	0	0	0	0	0
15002123	 最大攻擊力上升		0	3016	0	1	3016	1	1	10006004	83	巴比之歌	一定程度的時間之內，物理最大攻擊力上升10%。	2	0	0	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	3	94	10	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1.000000	0	0	0	0	0
15002131	 啟動效果： 巴比之歌(組隊物理防禦力)		0	0	0	0	0	0	0	0	0			2	0	0	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	5	2001	15002132	0	1	1	2	1	0	0	0	0	0	1	0	0	0	1.000000	0	0	0	0	0
15002132	 組隊效果: 巴比之歌(防禦力)		0	3017	0	1	3017	1	1	0	0			2	0	0	0	0	0	0	0	0	0	0	0	0	800	0	300	30	0	0	0	2048	0	0	0	0	0	0	0	0	1	0	0	0	1	9	2001	15002133	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1.000000	0	0	0	0	0
15002133	 物理防禦力 上升		0	3018	0	1	3018	1	1	10006004	5	巴比之歌	一定程度的時間之內，物理防禦力上升10%。	2	0	0	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	3	217	10	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1.000000	0	0	0	0	0
15002201	 攻擊時，一定機率恢復HP 3%		0	0	0	0	0	0	0	0	0			2	0	0	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	5	2001	15002202	0	1	1	1	1	0	0	0	0	0	1	0	0	0	1.000000	0	0	0	0	0
15002202	 HP 恢復		0	0	0	0	0	0	0	0	0			1	1	6	1	0	0	0	0	0	0	0	0	0	500	20	0	0	0	0	0	9988	0	0	0	0	0	0	0	1099511103487	1	0	0	0	1	4	2001	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1.000000	0	0	0	0	0
15002211	 致命擊時，一定機率恢復 HP 3%		0	0	0	0	0	0	0	0	0			2	0	0	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	5	2001	15002212	0	1	1	1	2	0	0	0	0	0	1	0	0	0	1.000000	0	0	0	0	0
15002212	 HP 恢復		0	0	0	0	0	0	0	0	0			1	1	6	1	0	0	0	0	0	0	0	0	0	800	20	0	0	0	0	0	9988	0	0	0	0	0	0	0	1099511103487	1	0	0	0	1	3	2001	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1.000000	0	0	0	0	0
15002301	 命中率 6%		0	0	0	0	0	0	0	0	0			2	0	0	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	3	176	6	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1.000000	0	0	0	0	0
15002311	 體力 +15		0	0	0	0	0	0	0	0	0			2	0	0	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	3	26	15	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1.000000	0	0	0	0	0
15002401	組隊EXP + 10%		0	3019	0	1	3019	0	1	0	0			2	0	0	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	9	2001	15002402	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1.000000	0	0	0	0	0
15002402	組隊EXP + 10%數值		0	3020	0	1	3020	0	1	10006000	10	組隊經驗值	經驗值獲得量上升 10%。	2	0	0	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	3	124	10	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1.000000	0	0	0	0	0
15002501	經驗值 20% 上升		0	0	0	0	0	0	0	0	0			2	0	0	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	3	124	20	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1.000000	0	0	0	0	0
15002502	Ely獲得上升 20%		0	0	0	0	0	0	0	0	0			2	0	0	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	3	128	20	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1.000000	0	0	0	0	0
15002503	掉落率上升 20%		0	0	0	0	0	0	0	0	0			2	0	0	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	3	132	20	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1.000000	0	0	0	0	0
15002601	組隊掉落率 + 10%		0	3021	0	1	3021	0	1	0	0			2	0	0	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	9	2001	15002602	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1.000000	0	0	0	0	0
15002602	組隊掉落率+ 10% 數值		0	3022	0	1	3022	0	1	10006000	8	組隊效果	物品掉落率上升10%。	2	0	0	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	3	132	10	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1.000000	0	0	0	0	0
15002701	組隊金幣 增加 + 20%		0	3023	0	1	3023	0	1	0	0			2	0	0	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	9	2001	15002702	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1.000000	0	0	0	0	0
15002702	組隊金幣 增加 + 20% 數值		0	3024	0	1	3024	0	1	10006000	7	組隊效果	錢獲得量上升 20%。	2	0	0	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	3	128	20	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1.000000	0	0	0	0	0
15002801	經驗值 30% 上升		0	0	0	0	0	0	0	0	0			2	0	0	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	3	124	30	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1.000000	0	0	0	0	0
15002802	Ely 獲得上升 30%		0	0	0	0	0	0	0	0	0			2	0	0	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	3	128	30	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1.000000	0	0	0	0	0
15002803	掉落率 30% 上升		0	0	0	0	0	0	0	0	0			2	0	0	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	3	132	30	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1.000000	0	0	0	0	0
15002901	 技能: 物品鑑定師 +2Lv (1轉職業專用)		0	0	0	0	0	0	0	0	0			2	0	0	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	6	3000404	2	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1.000000	0	0	0	0	0
15002902	 技能: 幸運星 +2Lv (1轉職業專用)		0	0	0	0	0	0	0	0	0			2	0	0	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	6	3000403	2	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1.000000	0	0	0	0	0
15002911	 啟動效果： 移動速度降低 40%		0	0	0	0	0	0	0	0	0			2	0	0	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	5	2002	15002912	0	1	1	1	1	0	0	0	0	0	1	0	0	0	1.000000	0	0	0	0	0
15002912	 啟動(移動速度降低 40%)		0	1103	40	0	1103	40	0	10006001	6	雪爾奇的詛咒	一定程度的時間之內，移動速度降低。	2	0	0	0	0	0	0	0	0	0	0	0	0	1500	0	50	10	0	0	0	0	0	0	0	0	15215	0	0	1099511103487	1	0	0	0	1	3	107	-40	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1.000000	0	0	0	0	0
15002921	 啟動效果: 爆擊損傷 增加		0	0	0	0	0	0	0	0	0			2	0	0	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	5	2001	15002923	0	1	1	1	1	0	0	0	0	0	1	0	0	0	1.000000	0	0	0	0	0
15002922			0	0	0	0	0	0	0	0	0			2	0	0	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	5	2001	15002923	0	1	1	1	2	0	0	0	0	0	1	0	0	0	1.000000	0	0	0	0	0
15002923	 啟動: 爆擊損傷基本500%，每次強化50%		0	3026	0	1	3026	1	1	10006000	35	烏卡烏卡	一定程度的時間之內，物理爆擊傷害增加。	2	0	0	0	0	0	0	0	0	0	0	0	0	500	0	50	0	0	0	0	0	0	0	0	0	0	0	0	1099511103487	1	0	0	0	1	3	156	500	50	0	0	0	0	0	0	0	0	0	1	0	1	0	1.000000	0	0	0	0	0
15002931	 啟動效果: 迴避率增加		0	0	0	0	0	0	0	0	0			2	0	0	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	5	2001	15002932	0	1	1	1	1	0	0	0	0	0	1	0	0	0	1.000000	0	0	0	0	0
15002932	 啟動: 迴避率基本 5%，每級 2%		0	3027	0	1	3027	1	1	10006000	29	敏捷	一定程度的時間之內，物理迴避率增加。	2	0	0	0	0	0	0	0	0	0	0	0	0	500	0	50	0	0	0	0	0	0	0	0	0	0	0	0	1099511103487	1	0	0	0	1	3	184	10	2	0	0	0	0	0	0	0	0	0	1	0	1	0	1.000000	0	0	0	0	0
15002941	 技能: 狂亂弩 II +2Lv (2轉職業專用)		0	0	0	0	0	0	0	0	0			2	0	0	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	6	1005009	2	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1.000000	0	0	0	0	0
15002942	 技能: 次元砲 II +2Lv (2轉職業專用)		0	0	0	0	0	0	0	0	0			2	0	0	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	6	1006009	2	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1.000000	0	0	0	0	0
15002951	 被攻擊效果: 推擠敵人		0	0	0	0	0	0	0	0	0			2	0	0	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	5	2002	15002952	0	1	1	2	1	2	0	0	0	0	1	0	0	0	1.000000	0	0	0	0	0
15002952	 被攻擊啟動: Knock back效果		53	0	0	0	0	0	0	0	0			1	0	0	0	0	0	0	0	0	0	0	0	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1099511103487	1	0	0	0	1	4	1008	9999	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1.000000	0	0	0	0	0
15002961	 技能: 天龍腳 II +2Lv (2轉職業專用)		0	0	0	0	0	0	0	0	0			2	0	0	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	6	1007001	2	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1.000000	0	0	0	0	0
15002962	 技能: 鏟腳 II +2Lv (2轉職業專用)		0	0	0	0	0	0	0	0	0			2	0	0	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	6	1000112	2	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1.000000	0	0	0	0	0
15002963	 技能: 天翔腳 II +2Lv (2轉職業專用)		0	0	0	0	0	0	0	0	0			2	0	0	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	6	1000102	2	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1.000000	0	0	0	0	0
15002971	 魔法 啟動效果： SP 恢復		0	0	0	0	0	0	0	0	0			2	0	0	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	5	2001	15002972	0	1	2	1	1	0	0	0	0	0	1	0	0	0	1.000000	0	0	0	0	0
15002972	 魔法 啟動: SP 恢復		0	0	0	0	0	0	0	0	0			1	0	0	0	0	0	0	0	0	0	0	0	0	600	50	0	0	0	0	0	9988	0	0	0	0	0	0	0	1099511103487	1	0	0	0	1	3	7	30	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1.000000	0	0	0	0	0
15003001	爆擊效果: 物理爆擊損傷 +15%		0	0	0	0	0	0	0	0	0			2	0	0	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	5	2001	15003011	0	1	1	1	2	0	0	0	0	0	1	0	0	0	1.000000	0	0	0	0	0
15003011	 啟動(物理爆擊損傷 +15%)		0	3028	2	0	3028	1	0	10006000	17	萬運的祝福1	一定程度的時間之內，物理爆擊損傷上升。	2	0	0	0	0	0	0	0	0	0	0	0	0	10000	0	30	0	0	0	0	0	0	0	0	0	0	0	0	1099511103487	1	0	0	0	1	3	156	15	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1.000000	0	0	0	0	0
